Time,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Mag(1),Mag(2),Mag(3)
2020-05-11 13:20:46.712120,-0.00249,0.000921,1.000724,0.001302,0.00061,-0.000432,-5.257442,-0.135322,37.266186
2020-05-11 13:20:46.764927,-0.0028,0.002264,1.000298,0.000668,-0.000739,-0.000417,-5.314709,-0.196767,37.384315
2020-05-11 13:20:46.817733,-0.001125,0.002752,0.999811,-0.00024,0.000614,0.000335,-5.427722,-0.264219,37.350975
2020-05-11 13:20:46.870498,-0.002924,0.002386,1.001211,-0.000232,-0.00044,0.000324,-5.568532,-0.47065,37.539314
2020-05-11 13:20:46.923293,-0.00342,0.002081,1.000419,0.000514,-0.00013,-0.000278,-5.535581,-0.465029,37.535992
2020-05-11 13:20:46.976110,-0.003296,0.003179,1.000358,-0.000537,0.00017,-0.001006,-5.447619,-0.430038,37.684422
2020-05-11 13:20:47.028915,-0.002986,0.002569,1.000663,0.000367,0.000755,-0.000235,-5.500451,-0.347157,37.718903
2020-05-11 13:20:47.081674,-0.002118,0.002325,1.000298,-0.000974,-0.000599,-7.9E-05,-5.486715,-0.427222,37.708717
2020-05-11 13:20:47.134441,-0.003916,0.002569,1.001332,-0.000204,0.000307,0.000514,-5.358127,-0.448583,37.880711
2020-05-11 13:20:47.187171,-0.002738,0.002996,1.000298,0.000394,0.001182,-0.000241,-5.339256,-0.453475,37.875935
2020-05-11 13:20:47.239958,-0.002986,0.002325,1.001271,-0.000358,-0.000481,6.2E-05,-5.27376,-0.506178,37.947659
2020-05-11 13:20:47.292686,-0.0028,0.002752,1.00048,-5E-05,-0.000613,6E-05,-5.372563,-0.414167,37.763878
2020-05-11 13:20:47.345500,-0.002428,0.001958,1.000176,-0.000787,-0.000445,0.000796,-5.334005,-0.377151,37.631382
2020-05-11 13:20:47.398247,-0.003234,0.002081,0.998837,0.000273,-0.001168,-0.000559,-5.291959,-0.280452,37.531197
2020-05-11 13:20:47.451108,-0.002924,0.002935,1.000115,-0.000327,-0.000686,0.000788,-5.006322,-0.434846,37.546928
2020-05-11 13:20:47.503882,-0.003234,0.002019,0.999993,0.00116,-0.000516,-0.00101,-4.996212,-0.381497,37.658302
2020-05-11 13:20:47.556704,-0.002366,0.002874,1.000602,0.000826,0.002011,-0.000386,-4.982525,-0.454694,38.046673
2020-05-11 13:20:47.609426,-0.003978,0.002752,0.999567,-0.000235,-0.000565,7E-05,-5.105975,-0.452265,38.026138
2020-05-11 13:20:47.662200,-0.002242,0.002691,0.998898,-0.000965,-0.00099,-0.00067,-5.182335,-0.529605,37.942883
2020-05-11 13:20:47.715058,-0.002428,0.002691,1.000176,-0.000637,-0.000661,0.001419,-5.193023,-0.353624,37.675797
